291224         ;    64;    49.95
305013         ;    61;    49.95
323000         ;    55;    49.95
331005         ;   110;    49.95
331081         ;    91;    12.50
355032         ;    22;    59.29
355070         ;   280;    14.85
358002         ;   246;    57.09
358019         ;   354;    59.29
358040         ;   320;    14.85
360050         ;   200;    59.75
360159         ;   170;    56.95
360180         ;   228;    79.95
362009         ;   300;    47.50
363020         ;   226;    57.09
363037         ;   150;    59.29
363075         ;    83;    14.85
363082         ;   113;    15.29
364034         ;   196;    59.29
364058         ;   273;    41.69
364072         ;   345;    14.85
364089         ;   163;    15.29
364102         ;   160;    13.86
365000         ;    69;    84.50
365017         ;    39;    78.95
365024         ;   201;    57.09
365031         ;    47;    59.29
365048         ;   235;    46.09
365055         ;   151;    41.69
365079         ;   101;    14.85
365093         ;   159;    16.65
365116         ;    72;    35.02
366021         ;    53;    57.09
366038         ;   203;    59.29
366076         ;   232;    14.85
367004         ;   139;    84.50
367011         ;   122;    78.95
367035         ;   169;    59.29
367059         ;   229;    41.69
367073         ;   121;    14.85
367080         ;    69;    15.29
368001         ;   158;    84.50
368025         ;   235;    57.09
368032         ;   155;    59.29
368049         ;   245;    46.09
368056         ;   230;    41.69
368070         ;   160;    14.85
368087         ;    83;    15.29
369015         ;    24;    78.95
369022         ;   224;    57.09
369039         ;    87;    59.29
369046         ;   237;    46.09
369084         ;    31;    15.29
370004         ;    92;    84.50
370011         ;    44;    78.95
370028         ;   228;    57.09
370035         ;    24;    59.29
370042         ;   230;    46.09
370059         ;   194;    41.69
370073         ;    23;    14.85
370097         ;    16;    13.86
371018         ;   194;    59.29
371056         ;   159;    15.29
382007         ;    13;    23.95
382014         ;   118;    23.95
501408         ;     5;   137.95
551175         ;   129;    21.95
551212         ;    65;    21.95
551229         ;   225;    21.95
551274         ;    58;    26.50
551328         ;   209;    26.50
610025         ;   513;    21.01
610162         ;    27;    24.95
610421         ;   165;    24.95
610438         ;   210;    24.95
610568         ;    13;    21.01
610599         ;   437;    21.01
610605         ;   161;    21.01
610629         ;   207;    21.01
610643         ;   150;    21.01
610650         ;   282;    21.01
610698         ;    69;    21.01
610704         ;   285;    21.01
610711         ;   335;    21.01
610742         ;   415;    21.01
610759         ;   331;    21.01
610780         ;   240;    24.95
610803         ;   119;    24.95
610858         ;   554;    24.95
610872         ;   306;    24.95
610902         ;   352;    24.95
610926         ;   454;    24.95
611015         ;   340;    29.95
611091         ;   351;    21.01
611107         ;   224;    21.01
611114         ;   274;    21.01
611145         ;   204;    21.01
611152         ;   347;    21.01
611169         ;   257;    21.01
611220         ;   512;    24.95
611268         ;   318;    24.95
611299         ;   387;    24.95
611312         ;   221;    24.95
611459         ;   117;    21.01
611466         ;   278;    21.01
611480         ;    91;    24.95
611503         ;    41;    24.95
611510         ;   458;    24.95
611534         ;   419;    24.95
611541         ;   298;    29.95
611558         ;   170;    29.95
611572         ;   183;    29.95
611664         ;   300;    24.95
611671         ;   137;    29.95
611718         ;   131;    29.95
611749         ;   149;    34.95
611770         ;   419;    24.95
611800         ;   197;    29.95
611824         ;   900;    28.95
611831         ;   843;    28.95
611848         ;   145;    21.01
611855         ;   198;    21.01
611909         ;    88;    34.95
611916         ;    71;    34.95
611923         ;    86;    21.01
611930         ;   158;    21.01
611954         ;    55;    21.01
611961         ;    88;    21.01
611978         ;   197;    21.01
611985         ;    85;    21.01
611992         ;   129;    21.01
612111         ;    69;    21.01
612159         ;    60;    24.95
612203         ;   173;    24.95
612234         ;   156;    24.95
612265         ;   263;    24.95
612357         ;   103;    24.95
612487         ;    63;    29.95
612647         ;    89;    21.01
612906         ;    84;    29.95
747028         ;   192;    57.09
747035         ;   140;    59.29
747042         ;   255;    46.09
747073         ;   121;    14.85
747080         ;    74;    15.29
747097         ;    74;    13.86
748032         ;   123;    59.29
748049         ;   250;    46.09
748070         ;   133;    14.85
748087         ;   127;    15.29
748094         ;   133;    13.86
810005         ;   211;    52.69
810012         ;   214;    32.89
810029         ;   343;    13.09
811002         ;   221;    52.69
811019         ;   212;    32.89
811026         ;   349;    13.09
812009         ;   196;    52.69
812016         ;   202;    32.89
812023         ;   314;    13.09
941006         ;   183;    14.50
941013         ;   165;    15.95
941020         ;   142;    16.95
941044         ;    86;    16.95
941082         ;    63;    29.95
941099         ;    86;    16.95
941105         ;   159;    16.95
991155         ;   109;    16.95
991162         ;   190;    16.95
991179         ;   244;    16.95
991261         ;   385;    16.95
991285         ;    33;    19.95
991292         ;    22;    19.95
991308         ;   215;    19.95
991322         ;   213;    29.95
991339         ;   501;    29.95
991346         ;   305;    29.95
991353         ;   307;    29.95
993432         ;   145;    29.95
993531         ;    94;    34.95
993838         ;    47;    21.01
994002         ;    34;    21.01
994132         ;   614;    24.95
994156         ;   221;    24.95
994163         ;   279;    24.95
994293         ;   328;    29.95
994385         ;     8;    21.01
994422         ;   167;    21.01
994538         ;   489;    24.95
994545         ;   279;    24.95
994552         ;   316;    24.95

